"ID","calFullname","jepFullname","Family","genus","species","suffix","SerpScore","StrongEndemic","Tolerators","WeakEndemic","Name"
140,"Rigiopappus leptocladus A. Gray","Rigiopappus leptocladus A. Gray","ASTERACEAE","Rigiopappus","leptocladus",,1.87,0.00,1.00,1.00,"Rigiopappus leptocladus "
141,"Eriophyllum confertiflorum (DC.) A. Gray var. tanacetiflorum (E. Greene) Jepson","Eriophyllum confertiflorum (DC.) A. Gray var. tanacetiflorum (Greene) Jeps.","ASTERACEAE","Eriophyllum","confertiflorum","var. tanacetiflorum",1.87,0.00,1.00,1.00,"Eriophyllum confertiflorum var. tanacetiflorum"
142,"Cardamine californica (Torrey & A. Gray) E. Greene var. cuneata (E. Greene) Rollins","Cardamine californica (Nutt.) Greene var. cuneata (Greene) Rollins","BRASSICACEAE","Cardamine","californica","var. cuneata",1.87,0.00,1.00,1.00,"Cardamine californica var. cuneata"
143,"Hazardia whitneyi (A. Gray) E. Greene var. discoidea (J. Howell) W. Clark","Hazardia whitneyi (A. Gray) Greene var. discoidea (J. T. Howell) W. D. Clark","ASTERACEAE","Hazardia","whitneyi","var. discoidea",1.91,0.00,1.00,1.00,"Hazardia whitneyi var. discoidea"
144,"Streptanthus glandulosus Hook. ssp. glandulosus","Streptanthus glandulosus Hook. subsp. glandulosus","BRASSICACEAE","Streptanthus","glandulosus","ssp. glandulosus",1.91,0.00,1.00,1.00,"Streptanthus glandulosus ssp. glandulosus"
145,"Antennaria argentea Benth.","Antennaria argentea Benth.","ASTERACEAE","Antennaria","argentea",,1.93,0.00,1.00,1.00,"Antennaria argentea "
146,"Calochortus vestae Purdy","Calochortus vestae Purdy","LILIACEAE","Calochortus","vestae",,2.00,0.00,1.00,1.00,"Calochortus vestae "
147,"Ceanothus divergens Parry","Ceanothus divergens Parry","RHAMNACEAE","Ceanothus","divergens",,2.00,0.00,1.00,1.00,"Ceanothus divergens "
148,"Crepis pleurocarpa A. Gray","Crepis pleurocarpa A. Gray","ASTERACEAE","Crepis","pleurocarpa",,2.00,0.00,1.00,1.00,"Crepis pleurocarpa "
149,"Epilobium minutum Lehm.","Epilobium minutum Lehm.","ONAGRACEAE","Epilobium","minutum",,2.00,0.00,1.00,1.00,"Epilobium minutum "
150,"Erigeron reductus (Cronq.) G. Nesom","Erigeron reductus (Cronquist) G. L. Nesom","ASTERACEAE","Erigeron","reductus",,2.00,0.00,1.00,1.00,"Erigeron reductus "
151,"Lessingia nemaclada E. Greene","Lessingia nemaclada Greene","ASTERACEAE","Lessingia","nemaclada",,2.00,0.00,1.00,1.00,"Lessingia nemaclada "
152,"Muilla maritima (Torrey) S. Watson","Muilla maritima (Torr.) S. Watson","LILIACEAE","Muilla","maritima",,2.00,0.00,1.00,1.00,"Muilla maritima "
153,"Navarretia pubescens (Benth.) Hook. & Arn.","Navarretia pubescens (Benth.) Hook. & Arn.","POLEMONIACEAE","Navarretia","pubescens",,2.00,0.00,1.00,1.00,"Navarretia pubescens "
154,"Pyrola picta Smith","Pyrola picta Sm.","ERICACEAE","Pyrola","picta",,2.00,0.00,1.00,1.00,"Pyrola picta "
155,"Sanicula maritima S. Watson","Sanicula maritima S. Watson","APIACEAE","Sanicula","maritima",,2.00,0.00,1.00,1.00,"Sanicula maritima "
156,"Heterotheca oregona (Nutt.) Shinn. var. oregona","Heterotheca oregona (Nutt.) Shinners var. oregona","ASTERACEAE","Heterotheca","oregona","var. oregona",2.00,0.00,1.00,1.00,"Heterotheca oregona var. oregona"
157,"Cardamine pachystigma S. Watson var. pachystigma","Cardamine pachystigma (S. Watson) Rollins var. pachystigma","BRASSICACEAE","Cardamine","pachystigma","var. pachystigma",2.00,0.00,1.00,1.00,"Cardamine pachystigma var. pachystigma"
158,"Sedum radiatum S. Watson","Sedum radiatum S. Watson","CRASSULACEAE","Sedum","radiatum",,2.00,0.00,1.00,1.00,"Sedum radiatum "
159,"Brodiaea californica Lindley var. leptandra (E. Greene) Hoover","Brodiaea californica Lindl. var. leptandra (Greene) Hoover","LILIACEAE","Brodiaea","californica","var. leptandra",2.00,0.00,1.00,1.00,"Brodiaea californica var. leptandra"
160,"Calochortus elegans Pursh","Calochortus elegans Pursh","LILIACEAE","Calochortus","elegans",,2.00,0.00,1.00,1.00,"Calochortus elegans "
161,"Fritillaria affinis (Schultes) Sealy var. affinis","Fritillaria affinis (Schult.) Sealy var. affinis","LILIACEAE","Fritillaria","affinis","var. affinis",2.00,0.00,1.00,1.00,"Fritillaria affinis var. affinis"
162,"Hesperolinon clevelandii (E. Greene) Small","Hesperolinon clevelandii Small","LINACEAE","Hesperolinon","clevelandii",,2.00,0.00,1.00,1.00,"Hesperolinon clevelandii "
163,"Clarkia gracilis (Piper) Nelson & J.F. Macbr. ssp. albicaulis (Jepson) Harlan Lewis & M. Lewis","Clarkia gracilis (Piper) A. Nelson & J. F. Macbr. subsp. albicaulis (Jeps.) F. H. Lewis & M. R. Lewis","ONAGRACEAE","Clarkia","gracilis","ssp. albicaulis",2.00,0.00,1.00,1.00,"Clarkia gracilis ssp. albicaulis"
164,"Eriogonum nudum Benth. var. oblongifolium S. Watson","Eriogonum nudum Benth. var. oblongifolium S. Watson","POLYGONACEAE","Eriogonum","nudum","var. oblongifolium",2.00,0.00,1.00,1.00,"Eriogonum nudum var. oblongifolium"
165,"Lewisia cotyledon (S. Watson) Robinson var. cotyledon","Lewisia cotyledon (S. Watson) B. L. Rob. var. cotyledon","PORTULACACEAE","Lewisia","cotyledon","var. cotyledon",2.00,0.00,1.00,1.00,"Lewisia cotyledon var. cotyledon"
166,"Parnassia californica (A. Gray) E. Greene","Parnassia californica (A. Gray) Greene","SAXIFRAGACEAE","Parnassia","californica",,2.00,0.00,1.00,1.00,"Parnassia californica "
167,"Fremontodendron californicum (Torrey) Cov. ssp. decumbens (R. Lloyd) Munz","Fremontodendron californicum (Torr.) Coville subsp. decumbens (R. M. Lloyd) Munz","STERCULIACEAE","Fremontodendron","californicum","ssp. decumbens",2.00,0.00,1.00,1.00,"Fremontodendron californicum ssp. decumbens"
168,"Ericameria greenei (A. Gray) G. Nesom","Ericameria greenei (A. Gray) G. L. Nesom","ASTERACEAE","Ericameria","greenei",,2.02,0.00,1.00,1.00,"Ericameria greenei "
169,"Parvisedum pentandrum (H. Sharsm) R.T. Clausen","Sedella pentandra H. Sharsm.","CRASSULACEAE","Sedella","pentandra",,2.02,0.00,1.00,1.00,"Sedella pentandra "
170,"Hazardia stenolepis (H.M. Hall) Hoover","Hazardia stenolepis (H. M. Hall) Hoover","ASTERACEAE","Hazardia","stenolepis",,2.03,0.00,1.00,1.00,"Hazardia stenolepis "
171,"Lagophylla glandulosa A. Gray","Lagophylla glandulosa A. Gray","ASTERACEAE","Lagophylla","glandulosa",,2.03,0.00,1.00,1.00,"Lagophylla glandulosa "
172,"Calycadenia truncata DC.","Calycadenia truncata DC.","ASTERACEAE","Calycadenia","truncata",,2.08,0.00,1.00,1.00,"Calycadenia truncata "
173,"Malacothrix floccifera (DC.) S.F. Blake","Malacothrix floccifera (DC.) S. F. Blake","ASTERACEAE","Malacothrix","floccifera",,2.08,0.00,1.00,1.00,"Malacothrix floccifera "
174,"Phacelia egena (Brand) J. Howell","Phacelia egena (Brand) J. T. Howell","HYDROPHYLLACEAE","Phacelia","egena",,2.08,0.00,1.00,1.00,"Phacelia egena "
175,"Triphysaria floribunda (Benth.) Chuang & Heckard","Triphysaria floribunda (Benth.) Chuang & Heckard","SCROPHULARIACEAE","Triphysaria","floribunda",,2.08,0.00,1.00,1.00,"Triphysaria floribunda "
176,"Perideridia kelloggii (A. Gray) Mathias","Perideridia kelloggii (A. Gray) Mathias","APIACEAE","Perideridia","kelloggii",,2.12,0.00,1.00,1.00,"Perideridia kelloggii "
177,"Calochortus nudus S. Watson","Calochortus nudus S. Watson","LILIACEAE","Calochortus","nudus",,2.12,0.00,1.00,1.00,"Calochortus nudus "
178,"Sanicula tracyi Shan & Constance","Sanicula tracyi Shan & Constance","APIACEAE","Sanicula","tracyi",,2.12,0.00,1.00,1.00,"Sanicula tracyi "
179,"Cerastium arvense L.","Cerastium arvense L.","CARYOPHYLLACEAE","Cerastium","arvense",,2.12,0.00,1.00,1.00,"Cerastium arvense "
180,"Arctostaphylos viscida C. Parry ssp. viscida","Arctostaphylos viscida Parry subsp. viscida","ERICACEAE","Arctostaphylos","viscida","ssp. viscida",2.15,0.00,1.00,1.00,"Arctostaphylos viscida ssp. viscida"
181,"Dicentra pauciflora S. Watson","Dicentra pauciflora S. Watson","PAPAVERACEAE","Dicentra","pauciflora",,2.16,0.00,1.00,1.00,"Dicentra pauciflora "
182,"Hieracium greenei A. Gray","Hieracium greenei A. Gray","ASTERACEAE","Hieracium","greenei",,2.16,0.00,1.00,1.00,"Hieracium greenei "
183,"Fritillaria eastwoodiae Macfarl.","Fritillaria eastwoodiae MacFarl.","LILIACEAE","Fritillaria","eastwoodiae",,2.16,0.00,1.00,1.00,"Fritillaria eastwoodiae "
184,"Picea breweriana S. Watson","Picea breweriana S. Watson","PINACEAE","Picea","breweriana",,2.16,0.00,1.00,1.00,"Picea breweriana "
185,"Stachys pycnantha Benth.","Stachys pycnantha Benth.","LAMIACEAE","Stachys","pycnantha",,2.20,0.00,1.00,1.00,"Stachys pycnantha "
186,"Brodiaea purdyi Eastw.","Brodiaea purdyi Eastw.","LILIACEAE","Brodiaea","purdyi",,2.20,0.00,1.00,1.00,"Brodiaea purdyi "
187,"Antirrhinum cornutum Benth.","Antirrhinum cornutum Benth.","SCROPHULARIACEAE","Antirrhinum","cornutum",,2.20,0.00,1.00,1.00,"Antirrhinum cornutum "
188,"Allium amplectens Torrey","Allium amplectens Torr.","LILIACEAE","Allium","amplectens",,2.25,0.00,1.00,1.00,"Allium amplectens "
189,"Anemone drummondii S. Watson","Anemone drummondii S. Watson","RANUNCULACEAE","Anemone","drummondii",,2.25,0.00,1.00,1.00,"Anemone drummondii "
190,"Castilleja foliolosa Hook. & Arn.","Castilleja foliolosa Hook. & Arn.","SCROPHULARIACEAE","Castilleja","foliolosa",,2.25,0.00,1.00,1.00,"Castilleja foliolosa "
191,"Cordylanthus tenuis A. Gray ssp. tenuis","Cordylanthus tenuis A. Gray subsp. tenuis","SCROPHULARIACEAE","Cordylanthus","tenuis","ssp. tenuis",2.25,0.00,1.00,1.00,"Cordylanthus tenuis ssp. tenuis"
192,"Fritillaria biflora Lindley","Fritillaria biflora Lindl.","LILIACEAE","Fritillaria","biflora",,2.25,0.00,1.00,1.00,"Fritillaria biflora "
193,"Erigeron petrophilus E. Greene var. viscidulus (A. Gray) G. Nesom","Erigeron petrophilus Greene var. viscidulus (A. Gray) G. L. Nesom","ASTERACEAE","Erigeron","petrophilus","var. viscidulus",2.25,0.00,1.00,1.00,"Erigeron petrophilus var. viscidulus"
194,"Pentachaeta bellidiflora E. Greene","Pentachaeta bellidiflora Greene","ASTERACEAE","Pentachaeta","bellidiflora",,2.25,0.00,1.00,1.00,"Pentachaeta bellidiflora "
195,"Polygala cornuta Kellogg var. cornuta","Polygala cornuta Kellogg var. cornuta","POLYGALACEAE","Polygala","cornuta","var. cornuta",2.25,0.00,1.00,1.00,"Polygala cornuta var. cornuta"
196,"Viola lobata Benth. ssp. lobata","Viola lobata Benth. subsp. lobata","VIOLACEAE","Viola","lobata","ssp. lobata",2.27,0.00,1.00,1.00,"Viola lobata ssp. lobata"
197,"Vulpia microstachys (Nutt.) Benth. var. microstachys","Vulpia microstachys (Nutt.) Munro var. microstachys","POACEAE","Vulpia","microstachys","var. microstachys",2.27,0.00,1.00,1.00,"Vulpia microstachys var. microstachys"
198,"Scutellaria antirrhinoides Benth.","Scutellaria antirrhinoides Benth.","LAMIACEAE","Scutellaria","antirrhinoides",,2.30,0.00,1.00,1.00,"Scutellaria antirrhinoides "
199,"Guillenia flavescens (Hook.) E. Greene","Guillenia flavescens (Hook.) Greene","BRASSICACEAE","Guillenia","flavescens",,2.31,0.00,1.00,1.00,"Guillenia flavescens "
200,"Pedicularis howellii A. Gray","Pedicularis howellii A. Gray","SCROPHULARIACEAE","Pedicularis","howellii",,2.33,0.00,1.00,1.00,"Pedicularis howellii "
201,"Tauschia howellii (J. Coulter & Rose) J.F. Macbr.","Tauschia howellii (J. M. Coult. & Rose) J. F. Macbr.","APIACEAE","Tauschia","howellii",,2.33,0.00,1.00,1.00,"Tauschia howellii "
202,"Eriophyllum lanatum (Pursh) James Forbes var. achillaeoides (DC.) Jepson","Eriophyllum lanatum (Pursh) J. Forbes var. achillaeoides (DC.) Jeps.","ASTERACEAE","Eriophyllum","lanatum","var. achillaeoides",2.33,0.00,1.00,1.00,"Eriophyllum lanatum var. achillaeoides"
203,"Lessingia hololeuca E. Greene","Lessingia hololeuca Greene","ASTERACEAE","Lessingia","hololeuca",,2.33,0.00,1.00,1.00,"Lessingia hololeuca "
204,"Phacelia divaricata (Benth.) A. Gray","Phacelia divaricata (Benth.) A. Gray","HYDROPHYLLACEAE","Phacelia","divaricata",,2.33,0.00,1.00,1.00,"Phacelia divaricata "
205,"Clarkia arcuata (Kellogg) Nelson & J.F. Macbr.","Clarkia arcuata (Kellogg) A. Nelson & J. F. Macbr.","ONAGRACEAE","Clarkia","arcuata",,2.33,0.00,1.00,1.00,"Clarkia arcuata "
206,"Festuca californica Vasey","Festuca californica Vasey","POACEAE","Festuca","californica",,2.35,0.00,1.00,1.00,"Festuca californica "
207,"Hesperolinon micranthum (A. Gray) Small","Hesperolinon micranthum (A. Gray) Small","LINACEAE","Hesperolinon","micranthum",,2.35,0.00,1.00,1.00,"Hesperolinon micranthum "
208,"Cypripedium fasciculatum S. Watson","Cypripedium fasciculatum Kellogg","ORCHIDACEAE","Cypripedium","fasciculatum",,2.35,0.00,1.00,1.00,"Cypripedium fasciculatum "
209,"Adiantum aleuticum (Rupr.) C.A. Paris","Adiantum aleuticum (Rupr.) C. A. Paris","PTERIDACEAE","Adiantum","aleuticum",,2.35,0.00,1.00,1.00,"Adiantum aleuticum "
210,"Hesperolinon breweri (A. Gray) Small","Hesperolinon breweri (A. Gray) Small","LINACEAE","Hesperolinon","breweri",,2.37,0.00,1.00,1.00,"Hesperolinon breweri "
211,"Monolopia gracilens A. Gray","Monolopia gracilens A. Gray","ASTERACEAE","Monolopia","gracilens",,2.37,0.00,1.00,1.00,"Monolopia gracilens "
212,"Chlorogalum angustifolium Kellogg","Chlorogalum angustifolium Kellogg","LILIACEAE","Chlorogalum","angustifolium",,2.37,0.00,1.00,1.00,"Chlorogalum angustifolium "
213,"Fritillaria pluriflora Benth.","Fritillaria pluriflora Benth.","LILIACEAE","Fritillaria","pluriflora",,2.37,0.00,1.00,1.00,"Fritillaria pluriflora "
214,"Viola ocellata Torrey & A. Gray","Viola ocellata Torr. & A. Gray","VIOLACEAE","Viola","ocellata",,2.40,0.00,1.00,1.00,"Viola ocellata "
215,"Arctostaphylos canescens Eastw. ssp. sonomensis (Eastw.) J.E. Adams ex McMinn","Arctostaphylos canescens Eastw. subsp. sonomensis (Eastw.) P. V. Wells","ERICACEAE","Arctostaphylos","canescens","ssp. sonomensis",2.40,0.00,1.00,1.00,"Arctostaphylos canescens ssp. sonomensis"
216,"Balsamorhiza macrolepis Sharp var. macrolepis","Balsamorhiza macrolepis W. M. Sharp var. macrolepis","ASTERACEAE","Balsamorhiza","macrolepis","var. macrolepis",2.41,0.00,1.00,1.00,"Balsamorhiza macrolepis var. macrolepis"
217,"Micropus amphibolus A. Gray","Micropus amphibolus A. Gray","ASTERACEAE","Micropus","amphibolus",,2.41,0.00,1.00,1.00,"Micropus amphibolus "
218,"Eschscholzia hypecoides Benth.","Eschscholzia hypecoides Benth.","PAPAVERACEAE","Eschscholzia","hypecoides",,2.41,0.00,1.00,1.00,"Eschscholzia hypecoides "
219,"Castilleja rubicundula (Jepson) Chuang & Heckard ssp. lithospermoides (Benth.) Chuang & Heckard","Castilleja rubicundula (Jeps.) Chuang & Heckard subsp. lithospermoides (Benth.) Chuang & Heckard","SCROPHULARIACEAE","Castilleja","rubicundula","ssp. lithospermoides",2.43,0.00,1.00,1.00,"Castilleja rubicundula ssp. lithospermoides"
220,"Quercus vaccinifolia Kellogg","Quercus vacciniifolia Kellogg ex Curran","FAGACEAE","Quercus","vacciniifolia",,2.45,0.00,1.00,1.00,"Quercus vacciniifolia "
221,"Tauschia kelloggii (A. Gray) J.F. Macbr.","Tauschia kelloggii (A. Gray) J. F. Macbr.","APIACEAE","Tauschia","kelloggii",,2.45,0.00,1.00,1.00,"Tauschia kelloggii "
222,"Lithocarpus densiflorus (Hook. & Arn.) Rehder var. echinoides (R. Br. Campst.) Abrams","Lithocarpus densiflorus (Hook. & Arn.) Rehder var. echinoides (R. Br. ter) Abrams","FAGACEAE","Lithocarpus","densiflorus","var. echinoides",2.45,0.00,1.00,1.00,"Lithocarpus densiflorus var. echinoides"
223,"Linanthus dichotomus Benth.","Linanthus dichotomus Benth.","POLEMONIACEAE","Linanthus","dichotomus",,2.47,0.00,1.00,1.00,"Linanthus dichotomus "
224,"Antirrhinum vexillo-calyculatum Kellogg","Antirrhinum vexillo-calyculatum Kellogg","SCROPHULARIACEAE","Antirrhinum","vexillo-calyculatum",,2.50,0.00,1.00,1.00,"Antirrhinum vexillo-calyculatum "
225,"Campanula scabrella Engelm.","Campanula scabrella Engelm.","CAMPANULACEAE","Campanula","scabrella",,2.50,0.00,1.00,1.00,"Campanula scabrella "
226,"Chaenactis glabriuscula DC. var. heterocarpha (A. Gray) H.M. Hall","Chaenactis glabriuscula DC. var. heterocarpha (A. Gray) H. M. Hall","ASTERACEAE","Chaenactis","glabriuscula","var. heterocarpha",2.50,0.00,1.00,1.00,"Chaenactis glabriuscula var. heterocarpha"
227,"Arctostaphylos nortensis (P. Wells) P. Wells","Arctostaphylos nortensis (P. V. Wells) P. V. Wells","ERICACEAE","Arctostaphylos","nortensis",,2.50,0.00,1.00,1.00,"Arctostaphylos nortensis "
228,"Arctostaphylos stanfordiana Parry ssp. raichei W. Knight","Arctostaphylos stanfordiana Parry subsp. raichei W. Knight","ERICACEAE","Arctostaphylos","stanfordiana","ssp. raichei",2.50,0.00,1.00,1.00,"Arctostaphylos stanfordiana ssp. raichei"
229,"Hoita strobilina (Hook. & Arn.) Rydb.","Hoita strobilina (Hook. & Arn.) Rydb.","FABACEAE","Hoita","strobilina",,2.50,0.00,1.00,1.00,"Hoita strobilina "
230,"Erythronium hendersonii S. Watson","Erythronium hendersonii S. Watson","LILIACEAE","Erythronium","hendersonii",,2.50,0.00,1.00,1.00,"Erythronium hendersonii "
231,"Erythronium tuolumnense Appleg.","Erythronium tuolumnense Applegate","LILIACEAE","Erythronium","tuolumnense",,2.50,0.00,1.00,1.00,"Erythronium tuolumnense "
232,"Lilium kelloggii Purdy","Lilium kelloggii Purdy","LILIACEAE","Lilium","kelloggii",,2.50,0.00,1.00,1.00,"Lilium kelloggii "
233,"Gilia sinistra M.E. Jones ssp. sinistra","Gilia sinistra M. E. Jones subsp. sinistra","POLEMONIACEAE","Gilia","sinistra","ssp. sinistra",2.50,0.00,1.00,1.00,"Gilia sinistra ssp. sinistra"
234,"Cordylanthus pilosus A. Gray ssp. pilosus","Cordylanthus pilosus A. Gray subsp. pilosus","SCROPHULARIACEAE","Cordylanthus","pilosus","ssp. pilosus",2.50,0.00,1.00,1.00,"Cordylanthus pilosus ssp. pilosus"
235,"Pinus attenuata Lemm.","Pinus attenuata Lemmon","PINACEAE","Pinus","attenuata",,2.52,0.00,1.00,1.00,"Pinus attenuata "
236,"Fritillaria agrestis E. Greene","Fritillaria agrestis Greene","LILIACEAE","Fritillaria","agrestis",,2.55,0.00,1.00,1.00,"Fritillaria agrestis "
237,"Chorizanthe uniaristata Torrey & A. Gray","Chorizanthe uniaristata Torr. & A. Gray","POLYGONACEAE","Chorizanthe","uniaristata",,2.56,0.00,1.00,1.00,"Chorizanthe uniaristata "
238,"Calycadenia oppositifolia (E. Greene) E. Greene","Calycadenia oppositifolia (Greene) Greene","ASTERACEAE","Calycadenia","oppositifolia",,2.57,0.00,1.00,1.00,"Calycadenia oppositifolia "
239,"Mimulus douglasii (Benth.) A. Gray","Mimulus douglasii (Benth.) A. Gray","SCROPHULARIACEAE","Mimulus","douglasii",,2.60,0.00,1.00,1.00,"Mimulus douglasii "
240,"Cupressus bakeri Jepson","Cupressus bakeri Jeps.","CUPRESSACEAE","Cupressus","bakeri",,2.60,0.00,1.00,1.00,"Cupressus bakeri "
241,"Sidalcea diploscypha (Torrey & A. Gray) Benth.","Sidalcea diploscypha (Torr. & A. Gray) Benth.","MALVACEAE","Sidalcea","diploscypha",,2.60,0.00,1.00,1.00,"Sidalcea diploscypha "
242,"Allium cratericola Eastw.","Allium cratericola Eastw.","LILIACEAE","Allium","cratericola",,2.62,0.00,1.00,1.00,"Allium cratericola "
243,"Allium serra D. McNeal & F. Ownbey","Allium serra McNeal & Ownbey","LILIACEAE","Allium","serra",,2.62,0.00,1.00,1.00,"Allium serra "
244,"Penstemon purpusii Brandegee","Penstemon purpusii Brandegee","SCROPHULARIACEAE","Penstemon","purpusii",,2.62,0.00,1.00,1.00,"Penstemon purpusii "
245,"Angelica tomentosa S. Watson","Angelica tomentosa S. Watson","APIACEAE","Angelica","tomentosa",,2.66,0.00,1.00,1.00,"Angelica tomentosa "
246,"Erythronium californicum Purdy","Erythronium californicum Purdy","LILIACEAE","Erythronium","californicum",,2.66,0.00,1.00,1.00,"Erythronium californicum "
247,"Fritillaria recurva Benth.","Fritillaria recurva Benth.","LILIACEAE","Fritillaria","recurva",,2.66,0.00,1.00,1.00,"Fritillaria recurva "
248,"Hesperolinon californicum (Benth.) Small","Hesperolinon californicum (Benth.) Small","LINACEAE","Hesperolinon","californicum",,2.66,0.00,1.00,1.00,"Hesperolinon californicum "
249,"Lomatium macrocarpum (Torrey & A. Gray) J. Coulter & Rose","Lomatium macrocarpum (Torr. & A. Gray) J. M. Coult. & Rose","APIACEAE","Lomatium","macrocarpum",,2.66,0.00,1.00,1.00,"Lomatium macrocarpum "
250,"Moehringia macrophylla (Hook.) Fenzl","Moehringia macrophylla (Hook.) Fenzl","CARYOPHYLLACEAE","Moehringia","macrophylla",,2.66,0.00,1.00,1.00,"Moehringia macrophylla "
251,"Odontostomum hartwegii Torrey","Odontostomum hartwegii Torr.","LILIACEAE","Odontostomum","hartwegii",,2.66,0.00,1.00,1.00,"Odontostomum hartwegii "
252,"Pinus jeffreyi Grev. & Balf.","Pinus jeffreyi Grev. & Balf.","PINACEAE","Pinus","jeffreyi",,2.66,0.00,1.00,1.00,"Pinus jeffreyi "
253,"Coreopsis stillmanii (A. Gray) S.F. Blake","Coreopsis stillmanii (A. Gray) S. F. Blake","ASTERACEAE","Coreopsis","stillmanii",,2.66,0.00,1.00,1.00,"Coreopsis stillmanii "
254,"Draba aureola S. Watson","Draba aureola S. Watson","BRASSICACEAE","Draba","aureola",,2.66,0.00,1.00,1.00,"Draba aureola "
255,"Delphinium hesperium A. Gray ssp. hesperium","Delphinium hesperium A. Gray subsp. hesperium","RANUNCULACEAE","Delphinium","hesperium","ssp. hesperium",2.66,0.00,1.00,1.00,"Delphinium hesperium ssp. hesperium"
